var0,var1
http://sws.ifi.uio.no/data/npd-v2/field/43464/reserve,0.400000
http://sws.ifi.uio.no/data/npd-v2/field/43478/reserve,0.200000
http://sws.ifi.uio.no/data/npd-v2/field/43485/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43492/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43506/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43513/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43520/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43527/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43534/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43541/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43548/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43562/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43568/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43576/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43583/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43597/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43604/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43610/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43618/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43625/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43639/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43645/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43651/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43658/reserve,0.600000
http://sws.ifi.uio.no/data/npd-v2/field/43672/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43679/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43686/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43699/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43718/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43725/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43732/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43745/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43751/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43758/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43765/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43771/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43778/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43785/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43792/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43800/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4380167/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43807/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4444332/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4467554/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4467574/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4467595/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/46437/reserve,2.800000
http://sws.ifi.uio.no/data/npd-v2/field/4704482/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4966234/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4973114/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4999528/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/5506919/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/5774394/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/853376/reserve,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/97002/reserve,0.000000
