year,m,g,o
2002,2,0.004200,0.031110
2002,2,0.007000,0.241870
2002,2,0.010950,0.188590
2002,2,0.011570,0.199520
2002,2,0.011980,0.066890
2002,2,0.013690,0.929990
2002,2,0.016810,0.154420
2002,2,0.030020,0.869740
2002,2,0.031500,0.432770
2002,2,0.033690,0.868910
2002,2,0.052860,0.008990
2002,2,0.057190,0.789870
2002,2,0.061630,0.302630
2002,2,0.066290,0.000000
2002,2,0.083250,0.188610
2002,2,0.093710,0.787180
2002,2,0.146810,0.737360
2002,2,0.197570,0.901650
2002,2,0.198830,0.326160
2002,2,0.209320,1.282690
2002,2,0.211710,0.101410
2002,2,0.406940,0.623570
2002,2,1.252290,0.000000
2002,2,2.122250,1.787620
2002,2,5.341000,14.022000
2002,3,0.000000,0.000000
2002,3,0.000000,0.000000
2002,3,0.000000,0.008840
2002,3,0.000000,0.072780
2002,3,0.000000,0.092810
2002,3,0.000000,0.118850
2002,3,0.000000,0.143210
2002,3,0.000000,0.191360
2002,3,0.000000,0.194550
2002,3,0.000000,0.197340
2002,3,0.000000,0.299010
2002,3,0.000000,0.352980
2002,3,0.000000,0.356550
2002,3,0.000150,0.111060
2002,3,0.002180,0.171150
2002,3,0.002690,0.023180
2002,3,0.002800,0.071730
2002,3,0.003590,0.029760
2002,3,0.004290,0.039810
2002,3,0.007320,0.248780
2002,3,0.009760,0.026870
2002,3,0.010830,0.184190
2002,3,0.013230,0.195270
2002,3,0.015910,0.144090
2002,3,0.025600,1.035120
2002,3,0.039340,0.791470
2002,3,0.039680,1.039990
2002,3,0.046290,0.848420
2002,3,0.064270,0.316090
2002,3,0.072270,0.000000
2002,3,0.073460,0.014470
2002,3,0.088160,0.182080
2002,3,0.123350,0.946090
2002,3,0.155070,0.820100
2002,3,0.167100,0.604970
2002,3,0.172130,0.358830
2002,3,0.224210,1.371220
2002,3,0.256470,0.121620
2002,3,0.521050,0.681010
2002,3,1.285480,0.000000
2002,3,1.512460,1.329000
2002,3,4.939000,13.735000
2002,4,0.000000,0.000000
2002,4,0.000000,0.000000
2002,4,0.000000,0.007760
2002,4,0.000000,0.072530
2002,4,0.000000,0.158410
2002,4,0.000000,0.158870
2002,4,0.000000,0.173650
2002,4,0.000000,0.190360
2002,4,0.000000,0.212460
2002,4,0.000000,0.238470
2002,4,0.000000,0.253410
2002,4,0.000000,0.299010
2002,4,0.000000,0.353040
2002,4,0.001960,0.032920
2002,4,0.002640,0.023040
2002,4,0.004040,0.032730
2002,4,0.005820,0.105130
2002,4,0.006540,0.232720
2002,4,0.009150,0.152090
2002,4,0.009670,0.205280
2002,4,0.011620,0.072610
2002,4,0.013150,0.213480
2002,4,0.022080,0.198480
2002,4,0.026740,0.386550
2002,4,0.027270,1.005940
2002,4,0.035030,0.792720
2002,4,0.047030,1.043290
2002,4,0.052560,0.988340
2002,4,0.052740,0.000000
2002,4,0.059240,0.012460
2002,4,0.065890,0.330960
2002,4,0.078090,0.189220
2002,4,0.092050,0.813080
2002,4,0.113150,0.844900
2002,4,0.142090,0.872070
2002,4,0.166200,0.350110
2002,4,0.210590,0.097680
2002,4,0.218520,1.387530
2002,4,0.533400,0.651410
2002,4,1.173580,0.000000
2002,4,2.608600,1.906100
2002,4,5.789000,15.059000
2002,5,0.000000,0.000000
2002,5,0.000000,0.000000
2002,5,0.000000,0.007980
2002,5,0.000000,0.067630
2002,5,0.000000,0.149680
2002,5,0.000000,0.152120
2002,5,0.000000,0.182560
2002,5,0.000000,0.199410
2002,5,0.000000,0.221640
2002,5,0.000000,0.232220
2002,5,0.000000,0.260110
2002,5,0.000000,0.272170
2002,5,0.000000,0.375320
2002,5,0.000780,0.138010
2002,5,0.002520,0.022100
2002,5,0.003520,0.031500
2002,5,0.005190,0.037030
2002,5,0.006050,0.223960
2002,5,0.006500,0.100490
2002,5,0.008930,0.065750
2002,5,0.012280,0.226920
2002,5,0.013210,0.223830
2002,5,0.021790,0.198170
2002,5,0.026570,1.019360
2002,5,0.026810,0.405820
2002,5,0.042950,1.087770
2002,5,0.054160,0.801990
2002,5,0.054230,0.010610
2002,5,0.055800,0.000000
2002,5,0.066280,0.325070
2002,5,0.078640,0.687460
2002,5,0.078690,0.994260
2002,5,0.082560,0.196900
2002,5,0.134520,0.839650
2002,5,0.157390,0.347830
2002,5,0.218000,1.351300
2002,5,0.225810,0.128320
2002,5,0.280300,0.892610
2002,5,0.677950,0.651770
2002,5,1.078260,0.000000
2002,5,2.061430,1.871940
2002,5,5.481000,15.001000
2002,6,-0.000030,0.139730
2002,6,0.000000,0.000000
2002,6,0.000000,0.000000
2002,6,0.000000,0.004430
2002,6,0.000000,0.008850
2002,6,0.000000,0.067230
2002,6,0.000000,0.132320
2002,6,0.000000,0.145630
2002,6,0.000000,0.160160
2002,6,0.000000,0.165890
2002,6,0.000000,0.185740
2002,6,0.000000,0.246220
2002,6,0.000000,0.258470
2002,6,0.000000,0.304750
2002,6,0.000000,0.319090
2002,6,0.002170,0.018220
2002,6,0.003550,0.030340
2002,6,0.005140,0.056290
2002,6,0.005260,0.192670
2002,6,0.006450,0.033220
2002,6,0.008790,0.082150
2002,6,0.010660,0.187450
2002,6,0.012000,0.199870
2002,6,0.012990,0.109210
2002,6,0.019440,0.997640
2002,6,0.022040,1.124820
2002,6,0.022090,0.358610
2002,6,0.044200,0.833050
2002,6,0.048690,0.661260
2002,6,0.052690,0.000000
2002,6,0.055260,0.008300
2002,6,0.073700,0.356990
2002,6,0.078130,0.811280
2002,6,0.082760,0.209400
2002,6,0.106670,0.302320
2002,6,0.172100,0.759800
2002,6,0.205730,0.863460
2002,6,0.207140,0.103010
2002,6,0.215460,1.400800
2002,6,0.455020,0.697880
2002,6,0.955060,0.000000
2002,6,1.976610,1.378950
2002,6,4.860000,13.916000
2003,1,0.000000,0.000000
2003,1,0.000000,0.000000
2003,1,0.000000,0.008400
2003,1,0.000000,0.047920
2003,1,0.000000,0.122440
2003,1,0.000000,0.126440
2003,1,0.000000,0.145130
2003,1,0.000000,0.148850
2003,1,0.000000,0.170130
2003,1,0.000000,0.245230
2003,1,0.000000,0.313040
2003,1,0.000170,0.091260
2003,1,0.001710,0.016150
2003,1,0.004300,0.202030
2003,1,0.005060,0.031720
2003,1,0.005490,0.131810
2003,1,0.008260,0.029700
2003,1,0.008460,0.075570
2003,1,0.008640,0.160980
2003,1,0.009090,0.697640
2003,1,0.009270,0.240970
2003,1,0.013190,0.213790
2003,1,0.013880,0.015970
2003,1,0.021420,0.188660
2003,1,0.031740,0.412050
2003,1,0.033330,1.158150
2003,1,0.042630,0.005590
2003,1,0.047920,0.735820
2003,1,0.050460,0.399630
2003,1,0.059100,0.753820
2003,1,0.070630,0.000000
2003,1,0.074740,0.206330
2003,1,0.075520,0.359540
2003,1,0.082560,0.000000
2003,1,0.123680,0.712350
2003,1,0.154330,0.926220
2003,1,0.193110,0.295340
2003,1,0.208170,0.076460
2003,1,0.243780,1.521290
2003,1,0.305170,0.133890
2003,1,0.428990,0.847620
2003,1,0.487560,0.607880
2003,1,1.376290,0.000000
2003,1,2.888870,1.934180
2003,1,7.088000,14.510000
2003,2,0.000000,0.000000
2003,2,0.000000,0.000000
2003,2,0.000000,0.007440
2003,2,0.000000,0.069320
2003,2,0.000000,0.109620
2003,2,0.000000,0.110210
2003,2,0.000000,0.125110
2003,2,0.000000,0.125140
2003,2,0.000000,0.164240
2003,2,0.000000,0.277310
2003,2,0.000000,0.295020
2003,2,0.000130,0.080620
2003,2,0.001620,0.015520
2003,2,0.002410,0.126920
2003,2,0.004530,0.200890
2003,2,0.005010,0.029710
2003,2,0.005520,0.020340
2003,2,0.007950,0.153830
2003,2,0.008400,0.224360
2003,2,0.008740,0.086700
2003,2,0.011950,0.193050
2003,2,0.013030,0.015920
2003,2,0.013110,0.701280
2003,2,0.019630,0.172090
2003,2,0.029280,0.385310
2003,2,0.032870,0.604820
2003,2,0.038140,0.998940
2003,2,0.050540,0.394030
2003,2,0.051610,0.813220
2003,2,0.052750,0.194980
2003,2,0.056830,0.007750
2003,2,0.062710,0.000000
2003,2,0.064410,0.314890
2003,2,0.075890,0.000000
2003,2,0.094780,0.627540
2003,2,0.150490,0.824020
2003,2,0.166830,0.790040
2003,2,0.208450,0.057430
2003,2,0.211950,1.363020
2003,2,0.213190,0.312010
2003,2,0.298610,0.133920
2003,2,0.550450,0.555070
2003,2,1.141180,0.000000
2003,2,2.700060,1.798540
2003,2,6.353000,13.480000
2003,3,0.000000,0.000000
2003,3,0.000000,0.000000
2003,3,0.000000,0.009410
2003,3,0.000000,0.118750
2003,3,0.000000,0.134280
2003,3,0.000000,0.139620
2003,3,0.000000,0.160150
2003,3,0.000000,0.160250
2003,3,0.000000,0.185980
2003,3,0.000000,0.314320
2003,3,0.000000,0.332120
2003,3,0.000020,0.090080
2003,3,0.001830,0.017240
2003,3,0.003260,0.135230
2003,3,0.004680,0.028670
2003,3,0.005130,0.053270
2003,3,0.005610,0.245920
2003,3,0.008280,0.163760
2003,3,0.008790,0.228530
2003,3,0.009020,0.029970
2003,3,0.009200,0.011230
2003,3,0.013450,0.774800
2003,3,0.013520,0.211040
2003,3,0.023040,0.193130
2003,3,0.025300,0.003920
2003,3,0.033180,0.415530
2003,3,0.052050,0.000000
2003,3,0.054560,1.239170
2003,3,0.056590,0.764990
2003,3,0.060600,0.423000
2003,3,0.067210,0.327340
2003,3,0.070680,0.210300
2003,3,0.078610,0.849260
2003,3,0.083990,0.000000
2003,3,0.084210,0.690810
2003,3,0.092750,0.812780
2003,3,0.165650,0.901680
2003,3,0.189270,0.187890
2003,3,0.214140,0.095300
2003,3,0.241820,1.512620
2003,3,0.250570,0.083970
2003,3,1.011410,0.659660
2003,3,1.286400,0.000000
2003,3,2.912560,1.873660
2003,3,7.137000,14.790000
2003,4,0.000000,0.000000
2003,4,0.000000,0.000000
2003,4,0.000000,0.009200
2003,4,0.000000,0.089600
2003,4,0.000000,0.107010
2003,4,0.000000,0.124600
2003,4,0.000000,0.128440
2003,4,0.000000,0.146130
2003,4,0.000000,0.158550
2003,4,0.000000,0.266320
2003,4,0.000000,0.363270
2003,4,0.000060,0.080890
2003,4,0.001960,0.018260
2003,4,0.002740,0.131120
2003,4,0.004840,0.030830
2003,4,0.005260,0.052460
2003,4,0.005680,0.244390
2003,4,0.006940,0.009660
2003,4,0.008170,0.217510
2003,4,0.009230,0.173030
2003,4,0.009670,0.031370
2003,4,0.017720,0.269650
2003,4,0.021070,0.183990
2003,4,0.023280,0.773670
2003,4,0.028310,0.379240
2003,4,0.028670,1.105850
2003,4,0.038670,0.683120
2003,4,0.043470,0.582720
2003,4,0.046710,0.006480
2003,4,0.049560,0.000000
2003,4,0.052370,0.679530
2003,4,0.062700,0.442050
2003,4,0.069340,0.000000
2003,4,0.074300,0.337730
2003,4,0.080110,0.200530
2003,4,0.084810,0.637770
2003,4,0.145340,0.822850
2003,4,0.230890,0.149080
2003,4,0.234950,1.460510
2003,4,0.264670,0.111150
2003,4,0.333650,0.107130
2003,4,0.992540,0.630530
2003,4,1.122900,0.000000
2003,4,1.859190,1.875060
2003,4,5.960000,13.821000
2003,5,0.000000,0.000000
2003,5,0.000000,0.000000
2003,5,0.000000,0.010550
