licenceuri,date,interest
http://sws.ifi.uio.no/data/npd-v2/licence/102258,2001-01-11,55.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102258,2001-05-10,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102258,2001-05-10,25.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102258,2001-05-10,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102258,2001-06-17,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102258,2001-06-17,25.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102258,2001-06-17,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102267,1999-06-04,25.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102267,1999-06-04,75.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102276,1999-06-04,50.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,1999-06-04,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,1999-06-04,60.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2001-05-10,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2001-05-10,40.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2001-06-17,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2001-06-17,40.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2004-05-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2004-05-01,40.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2007-01-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2007-01-01,40.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2007-10-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2007-10-01,40.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2009-01-01,40.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2009-01-01,60.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2009-11-02,40.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102285,2009-11-02,60.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,1999-06-04,18.702000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,1999-06-04,22.242000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,1999-06-04,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,1999-06-04,5.541000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,1999-06-04,6.611000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2000-07-24,18.702000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2000-07-24,22.242000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2000-07-24,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2000-07-24,5.541000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2000-07-24,6.611000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2001-01-11,18.702000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2001-01-11,28.853000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2001-01-11,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2001-01-11,5.541000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2001-12-18,24.243000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2001-12-18,28.853000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2001-12-18,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2003-05-06,24.243000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2003-05-06,28.853000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2003-05-06,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2007-01-01,24.243000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2007-01-01,28.853000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2007-01-01,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2007-10-01,24.243000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2007-10-01,28.853000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2007-10-01,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2008-01-01,24.243000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2008-01-01,28.853000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2008-01-01,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2009-11-02,24.243000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2009-11-02,28.853000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2009-11-02,46.904000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2012-04-30,24.243000
http://sws.ifi.uio.no/data/npd-v2/licence/102294,2012-04-30,75.757000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,1999-06-04,6.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,1999-06-04,85.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,1999-06-04,9.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2000-06-09,9.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2000-06-09,91.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-05-10,18.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-05-10,73.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-05-10,9.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-06-01,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-06-01,61.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-06-01,9.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-06-17,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-06-17,61.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2001-06-17,9.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2007-01-01,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2007-01-01,61.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2007-01-01,9.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2007-10-01,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2007-10-01,61.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2007-10-01,9.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2009-01-01,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2009-01-01,70.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2009-11-02,30.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102490,2009-11-02,70.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,1999-06-04,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,1999-06-04,17.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,1999-06-04,23.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,1999-06-04,46.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-05-10,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-05-10,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-05-10,17.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-05-10,23.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-05-10,33.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-06-17,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-06-17,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-06-17,17.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-06-17,23.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2001-06-17,33.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-01-01,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-01-01,17.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-01-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-01-01,33.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-03-19,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-03-19,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-03-19,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-03-19,17.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-03-19,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2002-03-19,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2003-03-04,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2003-03-04,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2003-03-04,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2003-03-04,17.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2003-03-04,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2003-03-04,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-01-01,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-01-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-01-01,15.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-01-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-01-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-10-01,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-10-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-10-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-10-01,15.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-10-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-10-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2004-10-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-01,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-01,15.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-02,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-02,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-02,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-02,15.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-02,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-02,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-01-02,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-05-04,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-05-04,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-05-04,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-05-04,15.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-05-04,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-05-04,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2005-05-04,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-01-01,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-01-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-01-01,15.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-01-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-01-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-22,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-22,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-22,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-22,15.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-22,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-22,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-22,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-23,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-23,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-23,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-23,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-23,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-23,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-03-23,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-11-28,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-11-28,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-11-28,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-11-28,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-11-28,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-11-28,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2006-11-28,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-01-01,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-01-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-01-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-01-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-01-01,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-10-01,12.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-10-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-10-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-10-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-10-01,20.000000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-10-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2007-10-01,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-01,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-01,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-17,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-17,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-17,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-17,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-17,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-01-17,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-05-26,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-05-26,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-05-26,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-05-26,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-05-26,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-05-26,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-10-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-10-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-10-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-10-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-10-01,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-10-01,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-11-02,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-11-02,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-11-02,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-11-02,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-11-02,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2009-11-02,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2010-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2010-01-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2010-01-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2010-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2010-01-01,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2010-01-01,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-01-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-01-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-01-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-01-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-01-01,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-01-01,35.100000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-07-01,13.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-07-01,13.400000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-07-01,2.500000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-07-01,3.200000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-07-01,32.600000
http://sws.ifi.uio.no/data/npd-v2/licence/102499,2011-07-01,35.100000
